Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
22226-KER,Male,81,Yes,Kerala,11,13,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,91,3181,0,40,917,4137,Stayed,Others,Others
95287-TAM,Male,72,Yes,Tamil Nadu,2,28,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104,6579,0,0,558,7137,Stayed,Others,Others
68438-MAH,Male,64,No,Maharashtra,11,19,None,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,85,5608,0,130,427,6165,Stayed,Others,Others
54839-JAM,Female,57,No,Jammu & Kashmir,12,18,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85,524,0,0,236,759,Churned,Competitor,Competitor made better offer
29834-RAJ,Female,35,No,Rajasthan,6,23,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,95,4423,24,0,1018,5417,Stayed,Others,Others
62052-BIH,Male,66,Yes,Bihar,3,9,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115,8350,0,0,2922,11272,Stayed,Others,Others
28739-TAM,Female,46,Yes,Tamil Nadu,7,32,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100,6414,0,0,2020,8434,Churned,Competitor,Competitor made better offer
31173-MAD,Male,64,No,Madhya Pradesh,14,7,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20,736,0,0,155,891,Stayed,Others,Others
64255-TAM,Female,20,Yes,Tamil Nadu,2,5,None,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,54,54,0,0,15,68,Churned,Dissatisfaction,Product dissatisfaction
53474-TAM,Female,18,No,Tamil Nadu,2,6,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95,5818,0,0,2062,7880,Stayed,Others,Others
35211-JHA,Male,42,No,Jharkhand,15,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20,280,0,0,537,817,Stayed,Others,Others
17347-UTT,Female,79,No,Uttar Pradesh,12,36,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,115,8318,0,0,2068,10386,Stayed,Others,Others
38672-JAM,Male,21,No,Jammu & Kashmir,0,9,Deal 2,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70,3442,0,0,716,4158,Stayed,Others,Others
65703-PUN,Male,38,No,Punjab,5,24,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49,220,0,0,104,324,Churned,Dissatisfaction,Lack of self-service on Website
11939-UTT,Male,65,Yes,Uttar Pradesh,5,5,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80,583,0,0,216,799,Churned,Other,Don't know
62641-KAR,Female,73,Yes,Karnataka,11,32,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70,917,0,90,492,1499,Churned,Dissatisfaction,Poor expertise of online support
18252-ASS,Male,55,No,Assam,2,26,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,21,1178,6,0,2252,3424,Stayed,Others,Others
77830-TEL,Male,35,Yes,Telangana,15,33,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90,6311,0,0,1585,7896,Stayed,Others,Others
68758-HAR,Female,49,No,Haryana,13,14,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,80,3019,0,0,356,3375,Stayed,Others,Others
19349-ODI,Male,67,Yes,Odisha,14,2,Deal 2,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,112,4535,0,0,1847,6382,Churned,Other,Don't know
36469-UTT,Female,36,Yes,Uttar Pradesh,9,22,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85,4658,0,0,461,5119,Stayed,Others,Others
13305-RAJ,Female,26,Yes,Rajasthan,14,26,Deal 2,No,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,51,3089,0,20,0,3109,Stayed,Others,Others
89062-UTT,Male,45,No,Uttar Pradesh,5,33,None,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-7,2924,0,0,1658,4582,Stayed,Others,Others
38795-MAH,Female,39,Yes,Maharashtra,15,25,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110,6448,0,0,1340,7788,Churned,Dissatisfaction,Network reliability
73490-PUN,Female,70,Yes,Punjab,11,15,Deal 4,No,No,Yes,DSL,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35,330,0,0,0,330,Churned,Other,Deceased
94930-BIH,Female,53,Yes,Bihar,9,18,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20,1120,0,0,2719,3839,Stayed,Others,Others
39400-RAJ,Female,32,No,Rajasthan,15,12,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108,7720,0,0,769,8488,Stayed,Others,Others
26895-UTT,Male,79,Yes,Uttar Pradesh,12,7,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19,847,0,0,83,930,Stayed,Others,Others
97221-AND,Female,19,No,Andhra Pradesh,13,1,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,208,0,0,203,411,Stayed,Others,Others
41649-MAD,Male,50,No,Madhya Pradesh,4,11,Deal 1,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20,1434,0,0,247,1681,Stayed,Others,Others
99727-WES,Male,37,Yes,West Bengal,6,24,Deal 1,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,55,3466,0,0,763,4229,Stayed,Others,Others
26899-MAH,Male,47,No,Maharashtra,7,21,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-1,2392,0,0,831,3223,Churned,Price,Lack of affordable download/upload speed
45392-GUJ,Male,39,No,Gujarat,12,29,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,90,1633,0,0,626,2259,Stayed,Others,Others
71989-KAR,Female,61,Yes,Karnataka,11,9,Deal 4,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54,1127,0,0,160,1288,Churned,Other,Don't know
13429-MAH,Female,47,No,Maharashtra,0,14,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,95,5949,0,0,81,6030,Stayed,Others,Others
74782-GUJ,Male,50,Yes,Gujarat,15,27,None,No,No,Yes,DSL,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,39,850,0,50,0,900,Stayed,Others,Others
58816-WES,Male,78,Yes,West Bengal,4,17,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,103,4009,46,0,181,4144,Stayed,Others,Others
86665-AND,Male,29,Yes,Andhra Pradesh,5,9,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,110,0,0,39,149,Stayed,Others,Others
13179-MAD,Male,80,Yes,Madhya Pradesh,8,24,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98,561,0,0,284,845,Churned,Attitude,Attitude of support person
75915-KER,Male,29,Yes,Kerala,3,5,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,70,0,0,6,76,Churned,Other,Don't know
52605-MAD,Female,34,Yes,Madhya Pradesh,9,29,Deal 4,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,54,652,0,0,82,733,Stayed,Others,Others
65945-KAR,Male,77,Yes,Karnataka,0,6,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,65,4250,0,0,1935,6185,Stayed,Others,Others
13985-MAH,Male,81,No,Maharashtra,6,27,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,101,6841,0,0,2603,9444,Stayed,Others,Others
71275-MAH,Female,68,Yes,Maharashtra,9,23,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26,1937,0,0,611,2548,Stayed,Others,Others
91417-GUJ,Male,65,No,Gujarat,2,22,Deal 2,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,72,3886,0,0,2453,6339,Stayed,Others,Others
22533-RAJ,Female,63,No,Rajasthan,15,24,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98,1060,49,0,368,1379,Churned,Dissatisfaction,Service dissatisfaction
89521-MAH,Female,33,Yes,Maharashtra,5,1,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,85,2613,0,0,751,3364,Stayed,Others,Others
28188-MAD,Male,75,Yes,Madhya Pradesh,9,23,None,No,No,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,56,2109,0,80,0,2189,Churned,Attitude,Attitude of support person
74757-MAH,Male,64,No,Maharashtra,14,8,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,75,775,0,0,315,1090,Stayed,Others,Others
69071-ODI,Female,36,No,Odisha,1,21,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93,453,0,0,16,469,Churned,Competitor,Competitor offered more data
47587-KER,Female,45,Yes,Kerala,13,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,-4,396,0,0,146,542,Stayed,Others,Others
36755-AND,Female,62,Yes,Andhra Pradesh,9,9,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,170,0,0,209,379,Stayed,Others,Others
61877-CHH,Male,70,No,Chhattisgarh,0,34,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,112,7943,0,0,3226,11170,Stayed,Others,Others
68786-RAJ,Female,37,Yes,Rajasthan,2,23,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91,531,0,0,252,783,Churned,Dissatisfaction,Service dissatisfaction
77827-MAD,Female,72,Yes,Madhya Pradesh,13,9,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,102,4086,0,0,114,4200,Churned,Other,Don't know
66642-WES,Female,19,No,West Bengal,13,3,Deal 4,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,74,1643,0,0,334,1977,Stayed,Others,Others
29105-TEL,Female,37,No,Telangana,11,10,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,95,2852,0,0,86,2939,Stayed,Others,Others
98998-BIH,Female,22,Yes,Bihar,13,3,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,76,2215,0,0,203,2419,Stayed,Others,Others
78590-WES,Female,75,No,West Bengal,8,20,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84,3274,0,0,1879,5153,Churned,Competitor,Competitor offered more data
52668-HAR,Female,67,No,Haryana,7,8,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,98,5459,0,0,2631,8090,Stayed,Others,Others
63298-MAH,Female,38,No,Maharashtra,11,32,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45,170,0,0,104,273,Stayed,Others,Others
88749-KAR,Female,61,Yes,Karnataka,5,23,Deal 2,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25,1498,0,0,1955,3453,Stayed,Others,Others
45202-UTT,Male,38,No,Uttar Pradesh,9,25,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,740,0,0,273,1013,Churned,Competitor,Competitor had better devices
75355-PUN,Female,21,Yes,Punjab,8,10,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,48,1886,0,70,988,2944,Stayed,Others,Others
63418-UTT,Female,41,No,Uttar Pradesh,0,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20,659,0,0,932,1591,Churned,Attitude,Attitude of support person
16440-MAH,Male,40,Yes,Maharashtra,0,36,Deal 5,No,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,35,69,0,10,0,79,Churned,Attitude,Attitude of support person
21401-KAR,Female,50,Yes,Karnataka,15,5,None,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,79,2484,0,0,97,2581,Stayed,Others,Others
27977-KER,Female,39,No,Kerala,2,18,Deal 5,No,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45,174,0,10,0,184,Churned,Attitude,Attitude of service provider
56949-MAH,Male,23,No,Maharashtra,2,4,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91,2990,0,0,553,3543,Stayed,Others,Others
68443-MAH,Female,49,No,Maharashtra,10,27,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20,85,0,0,129,213,Stayed,Others,Others
86904-JAM,Female,30,Yes,Jammu & Kashmir,11,17,None,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,74,2317,13,0,632,2937,Stayed,Others,Others
24268-KER,Female,72,No,Kerala,2,6,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,111,7882,0,0,1141,9023,Stayed,Others,Others
77371-BIH,Male,56,Yes,Bihar,12,6,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70,760,0,0,11,771,Stayed,Others,Others
47661-HAR,Male,70,No,Haryana,11,9,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,87,1976,0,0,980,2955,Stayed,Others,Others
66502-AND,Female,23,Yes,Andhra Pradesh,13,9,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98,567,0,0,122,689,Churned,Attitude,Attitude of support person
17845-TEL,Female,79,No,Telangana,8,12,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,70,0,0,12,82,Churned,Dissatisfaction,Network reliability
89357-ODI,Female,27,Yes,Odisha,11,14,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96,1451,0,0,150,1601,Stayed,Others,Others
93692-PUD,Female,61,No,Puducherry,13,36,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26,1864,0,0,2883,4747,Stayed,Others,Others
61426-WES,Female,34,Yes,West Bengal,13,8,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24,822,0,0,660,1482,Stayed,Others,Others
32022-PUD,Male,51,Yes,Puducherry,11,13,Deal 2,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,55,2614,0,0,517,3131,Stayed,Others,Others
63833-TAM,Female,58,No,Tamil Nadu,2,9,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80,80,0,0,49,128,Churned,Attitude,Attitude of service provider
84956-BIH,Male,82,No,Bihar,5,14,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75,158,0,0,47,205,Churned,Price,Long distance charges
44119-KER,Female,25,Yes,Kerala,11,10,None,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78,3126,0,0,1324,4450,Stayed,Others,Others
33458-CHH,Female,73,No,Chhattisgarh,4,1,Deal 3,No,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,55,1804,0,0,0,1804,Stayed,Others,Others
28439-DEL,Female,29,No,Delhi,13,12,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99,3777,0,0,1188,4965,Churned,Competitor,Competitor had better devices
57171-PUN,Female,83,No,Punjab,6,31,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104,6339,41,0,1377,7675,Stayed,Others,Others
17891-AND,Male,30,Yes,Andhra Pradesh,15,9,None,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,55,1466,0,0,1178,2644,Stayed,Others,Others
74204-KER,Female,21,Yes,Kerala,7,7,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,200,0,0,201,401,Stayed,Others,Others
71517-AND,Female,28,Yes,Andhra Pradesh,15,24,Deal 1,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,101,7086,0,0,2874,9959,Stayed,Others,Others
95804-PUN,Female,38,No,Punjab,9,36,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109,6573,0,0,275,6848,Stayed,Others,Others
98142-UTT,Female,70,No,Uttar Pradesh,3,25,None,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,64,2106,0,0,419,2526,Stayed,Others,Others
14528-TAM,Female,22,Yes,Tamil Nadu,10,1,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76,2093,30,0,1071,3134,Stayed,Others,Others
43459-KAR,Female,61,Yes,Karnataka,0,26,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,21,1093,0,0,2824,3917,Stayed,Others,Others
85778-ODI,Male,63,No,Odisha,9,24,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76,1233,0,0,18,1251,Churned,Competitor,Competitor had better devices
54992-ODI,Female,51,No,Odisha,13,12,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94,6585,0,0,2877,9462,Churned,Competitor,Competitor offered more data
88202-MAH,Female,39,Yes,Maharashtra,9,22,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103,5874,0,0,2361,8235,Stayed,Others,Others
19145-TAM,Male,42,No,Tamil Nadu,15,23,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,94,5638,0,0,1643,7282,Churned,Competitor,Competitor offered more data
82080-BIH,Male,57,No,Bihar,6,10,None,No,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30,470,0,0,0,470,Stayed,Others,Others
28293-JAM,Female,20,No,Jammu & Kashmir,10,9,Deal 1,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,65,4505,46,0,0,4459,Stayed,Others,Others
17488-RAJ,Male,33,Yes,Rajasthan,6,1,None,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,64,2763,0,0,1888,4651,Stayed,Others,Others
41244-JAM,Female,25,Yes,Jammu & Kashmir,12,8,None,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75,3865,0,0,541,4406,Stayed,Others,Others
92277-MAH,Female,29,No,Maharashtra,15,20,None,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,53,3053,0,0,970,4023,Stayed,Others,Others
75779-UTT,Female,50,No,Uttar Pradesh,6,20,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20,129,0,0,214,343,Stayed,Others,Others
19043-MAH,Male,54,No,Maharashtra,3,15,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,95,4536,3,0,1892,6424,Stayed,Others,Others
96085-RAJ,Female,19,No,Rajasthan,1,1,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105,6744,0,0,1744,8488,Stayed,Others,Others
74852-WES,Female,24,Yes,West Bengal,7,11,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,23,1623,0,0,1306,2929,Stayed,Others,Others
54934-TAM,Female,46,Yes,Tamil Nadu,9,30,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24,1499,0,0,2570,4069,Stayed,Others,Others
31962-KAR,Male,25,Yes,Karnataka,2,35,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,24,24,0,0,20,44,Churned,Price,Price too high
44857-GUJ,Female,46,Yes,Gujarat,14,2,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,238,0,0,52,290,Churned,Competitor,Competitor had better devices
47708-TAM,Female,25,No,Tamil Nadu,14,26,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100,3762,0,0,1343,5105,Churned,Competitor,Competitor made better offer
95867-WES,Female,34,Yes,West Bengal,7,31,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,21,1419,19,0,1639,3040,Stayed,Others,Others
19661-GUJ,Male,66,Yes,Gujarat,9,18,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,91,4371,0,0,1209,5580,Stayed,Others,Others
69715-WES,Female,23,Yes,West Bengal,6,9,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69,507,0,0,63,570,Churned,Attitude,Attitude of service provider
98954-MAH,Female,63,No,Maharashtra,9,28,None,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,73,2661,0,0,469,3130,Stayed,Others,Others
89027-UTT,Male,31,No,Uttar Pradesh,6,6,Deal 2,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100,4378,0,0,2154,6532,Stayed,Others,Others
47672-KAR,Female,28,Yes,Karnataka,12,35,None,No,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,45,1593,44,0,0,1549,Stayed,Others,Others
33831-PUN,Female,59,Yes,Punjab,12,30,Deal 2,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,61,3874,0,0,1251,5125,Stayed,Others,Others
82546-MAD,Female,54,Yes,Madhya Pradesh,11,11,None,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,66,3801,0,0,855,4656,Stayed,Others,Others
32932-MAD,Female,35,No,Madhya Pradesh,4,5,None,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,51,1073,0,0,0,1073,Stayed,Others,Others
82511-RAJ,Male,43,No,Rajasthan,12,23,Deal 2,No,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30,1621,0,0,0,1621,Stayed,Others,Others
92225-JAM,Female,43,Yes,Jammu & Kashmir,2,14,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,112,4915,0,0,1956,6871,Stayed,Others,Others
